文件名,time,rato
random262144_insertion,0,794.1756665405842
random262144_insertion,1,2.938502497318261
random262144_insertion,2,2.66241408700834
random262144_insertion,3,2.657498770909188
random262144_insertion,4,1.6217632725710427
