文件名,time,rato
random131072_insertion,0,5.3814648256150805
random131072_insertion,1,4.511592821937065
random131072_insertion,2,2.7378007671359654
random131072_insertion,3,2.4397844768965813
random131072_insertion,4,1.234571909654966
