1Nh7uHdvY6fNwtQtM1G5EZAFPLC33B59rB,1,17.65447403,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,18.55750695,
1K8PNogxBZ6ts532DZnzxdbjgzJLjLdXqz,1,18.19683648,
1KFHE7w8BhaENAs...,1,16.26531894,
1EijVXAf31PRbJrBRF6tU7YMRwYZnqdZdj,1,15.12274142,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,16.45649953,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,17.90566014,
1Hz96kJKF2HLPGY15JWLB5m9qGNxvt8tHJ,1,18.23358866,
152f1muMCNa7goXYhYAQC61hxEgGacmncB,1,14.44213103,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,16.10707369,
1Hz96kJKF2HLPGY15JWLB5m9qGNxvt8tHJ,1,16.53947797,
18cBEMRxXHqzWWC...,1,13.88574882,
1FVKW4rp5rN23dqFVk2tYGY4niAXMB8eZC,1,14.60215057,
1FVKW4rp5rN23dqFVk2tYGY4niAXMB8eZC,1,15.13830988,
18cBEMRxXHqzWWC...,1,14.884443,
1Nh7uHdvY6fNwtQtM1G5EZAFPLC33B59rB,1,16.40058245,
1KFHE7w8BhaENAs...,1,16.75226436,
155fzsEBHy9Ri2bMQ8uuuR3tv1YzcDywd4,1,17.38255754,
18cBEMRxXHqzWWC...,1,16.76302968,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,13.86801807,
1KFHE7w8BhaENAs...,1,17.73155034,
1J7FCFaafPRxqu4X9VsaiMZr1XMemx69GR,1,0.14543432,
18cBEMRxXHqzWWC...,1,15.9667352,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,15.29032169,
1CK6KHY6MHgYvmRQ4PAafKYDrg1ejbH1cE,1,13.79691671,
18cBEMRxXHqzWWC...,1,14.91646775,
1Nh7uHdvY6fNwtQtM1G5EZAFPLC33B59rB,1,16.26231377,
152f1muMCNa7goXYhYAQC61hxEgGacmncB,1,18.1414336,
1Hz96kJKF2HLPGY15JWLB5m9qGNxvt8tHJ,1,14.23669111,
1DyR7HPQWjM6Zrnk7SzHVY2GEpXRGNNH9o,1,14.33466413,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,17.03690843,
1Hz96kJKF2HLPGY15JWLB5m9qGNxvt8tHJ,1,14.38121653,
1FVKW4rp5rN23dqFVk2tYGY4niAXMB8eZC,1,15.30950319,
1Nh7uHdvY6fNwtQtM1G5EZAFPLC33B59rB,1,15.38485418,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,16.1312406,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,15.83847413,
1CK6KHY6MHgYvmRQ4PAafKYDrg1ejbH1cE,1,17.03441676,
1Hz96kJKF2HLPGY15JWLB5m9qGNxvt8tHJ,1,17.5997952,
1Nh7uHdvY6fNwtQtM1G5EZAFPLC33B59rB,1,19.01411844,
1Hz96kJKF2HLPGY15JWLB5m9qGNxvt8tHJ,1,17.1047987,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,18.77766637,
18cBEMRxXHqzWWC...,1,14.81939845,
1CK6KHY6MHgYvmRQ4PAafKYDrg1ejbH1cE,1,14.93674519,
1Nh7uHdvY6fNwtQtM1G5EZAFPLC33B59rB,1,14.847945,
1H3u6R813MHGYhmGW6v86EYYriawRtACYD,1,14.45667983,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,16.22369093,
1Nh7uHdvY6fNwtQtM1G5EZAFPLC33B59rB,1,18.93861961,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,15.02882107,
1KFHE7w8BhaENAs...,1,14.56600478,
1Hz96kJKF2HLPGY15JWLB5m9qGNxvt8tHJ,1,17.99116228,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,16.20199695,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,18.02571416,
1NS4gbx1G2D5rc9PnvVsPys12nKxGiQg72,1,17.21642156,
1AM2fYfpY3ZeMeCKXmN66haoWxvB89pJUx,1,17.5373542,
1KFHE7w8BhaENAs...,1,18.93227102,
18cBEMRxXHqzWWC...,1,14.62533798,
1CK6KHY6MHgYvmRQ4PAafKYDrg1ejbH1cE,1,14.90344316,
18cBEMRxXHqzWWC...,1,16.58160776,
1CK6KHY6MHgYvmRQ4PAafKYDrg1ejbH1cE,1,13.93545449,
1CK6KHY6MHgYvmRQ4PAafKYDrg1ejbH1cE,1,13.36949754,
13hQVEstgo4iPQZv9C7VELnLWF7UWtF4Q3,1,13.14802213,
18cBEMRxXHqzWWC...,1,15.05018315,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,15.6966537,
1BQLNJtMDKmMZ4PyqVFfRuBNvoGhjigBKF,1,13.47485374,
1D4UZG4qo8bF1MuZHSEyBHRZaxT8inatXS,1,13.55355107,
1Hz96kJKF2HLPGY15JWLB5m9qGNxvt8tHJ,1,12.5,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,13.19051148,
1Hz96kJKF2HLPGY15JWLB5m9qGNxvt8tHJ,1,13.81387417,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,14.20936274,
1CK6KHY6MHgYvmRQ4PAafKYDrg1ejbH1cE,1,16.93827717,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,14.12449109,
1CK6KHY6MHgYvmRQ4PAafKYDrg1ejbH1cE,1,15.92279709,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,15.86502356,
1CK6KHY6MHgYvmRQ4PAafKYDrg1ejbH1cE,1,14.78798966,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,15.96511069,
1DyR7HPQWjM6Zrnk7SzHVY2GEpXRGNNH9o,1,15.55051895,
152f1muMCNa7goXYhYAQC61hxEgGacmncB,1,15.02868965,
1Sjj2cPC3rTWcSTEYDeu2f3BavLosog4T,1,15.57301316,
155fzsEBHy9Ri2bMQ8uuuR3tv1YzcDywd4,1,19.0603993,
1Nh7uHdvY6fNwtQtM1G5EZAFPLC33B59rB,1,15.13904319,
18cBEMRxXHqzWWC...,1,15.05815537,
1Nf7CzkenrwEhsYFAjZCJ5TP1nzy9tT93R,1,16.93069812,
1H3u6R813MHGYhmGW6v86EYYriawRtACYD,1,18.92220448,
1KFHE7w8BhaENAs...,1,14.44557021,
1H3u6R813MHGYhmGW6v86EYYriawRtACYD,1,13.44164019,
1GbVUSW5WJmRCpaCJ4hanUny77oDaWW4to,1,13.81544236,
1GbVUSW5WJmRCpaCJ4hanUny77oDaWW4to,1,14.99012073,
1Hz96kJKF2HLPGY15JWLB5m9qGNxvt8tHJ,1,17.4828319,
1GbVUSW5WJmRCpaCJ4hanUny77oDaWW4to,1,17.26216254,
1FVKW4rp5rN23dqFVk2tYGY4niAXMB8eZC,1,13.11026178,
1Dek9ArRHb9tyWb9gaaX8SWmkfi5V7U5Y6,1,13.27874206,
1CyB8GJNEsNVXtPutB36nrDY3fMXBTzXSX,1,13.70510721,
1C1mCxRukix1KfegAY5zQQJV7samAciZpv,1,13.99430998,
18cBEMRxXHqzWWC...,1,13.83299148,
1Hz96kJKF2HLPGY15JWLB5m9qGNxvt8tHJ,1,17.7939713,
1K8PNogxBZ6ts532DZnzxdbjgzJLjLdXqz,1,17.30075414,
1FVKW4rp5rN23dqFVk2tYGY4niAXMB8eZC,1,15.11069931,
1CyB8GJNEsNVXtPutB36nrDY3fMXBTzXSX,1,18.69076585,
18cBEMRxXHqzWWC...,1,13.4419721,
1FdJkPdpXtK3t5utZHJAop3saLZWfPfgak,1,13.62510272,
18cBEMRxXHqzWWC...,1,14.00116349,
1Nh7uHdvY6fNwtQtM1G5EZAFPLC33B59rB,1,14.16231553,
155fzsEBHy9Ri2bMQ8uuuR3tv1YzcDywd4,1,14.62508182,
